year	ncaa_game_id	gamedate_east	round	team_1_id	team_1_name	team_1_region	team_1_seed	team_2_id	team_2_name	team_2_region	team_2_seed
2015	401520	2015-03-20	R64	528	Oregon St.	Spokane	3	649	South Dakota St.	Spokane	14
2015	401524	2015-03-20	R64	648	South Carolina	Greensboro	1	632	Savannah St.	Greensboro	16
2015	401528	2015-03-20	R64	688	Syracuse	Greensboro	8	463	Nebraska	Greensboro	9
2015	401526	2015-03-20	R64	703	Texas	Albany	5	772	Western Ky.	Albany	12
2015	401527	2015-03-20	R64	756	Washington	Oklahoma City	6	415	Miami (FL)	Oklahoma City	11
2015	401542	2015-03-21	R64	28	Arizona St.	Greensboro	3	519	Ohio	Greensboro	14
2015	401551	2015-03-21	R64	693	Chattanooga	Spokane	7	545	Pittsburgh	Spokane	10
2015	401547	2015-03-21	R64	28755	FGCU	Greensboro	7	521	Oklahoma St.	Greensboro	10
2015	401543	2015-03-21	R64	234	Florida St.	Greensboro	2	7	Alabama St.	Greensboro	15
2015	401553	2015-03-21	R64	367	Louisville	Albany	3	77	BYU	Albany	14
2015	401538	2015-03-21	R64	392	Maryland	Spokane	1	472	New Mexico St.	Spokane	16
2015	401541	2015-03-21	R64	457	North Carolina	Greensboro	4	355	Liberty	Greensboro	13
2015	401545	2015-03-21	R64	518	Ohio St.	Greensboro	5	317	James Madison	Greensboro	12
2015	401552	2015-03-21	R64	522	Oklahoma	Oklahoma City	5	562	Quinnipiac	Oklahoma City	12
2015	401546	2015-03-21	R64	554	Princeton	Spokane	8	794	Green Bay	Spokane	9
2015	401548	2015-03-21	R64	587	Rutgers	Albany	8	635	Seton Hall	Albany	9
2015	401537	2015-03-21	R64	651	South Fla.	Albany	6	365	LSU	Albany	11
2015	401540	2015-03-21	R64	674	Stanford	Oklahoma City	4	101	CSUN	Oklahoma City	13
2015	401539	2015-03-21	R64	694	Tennessee	Spokane	2	66	Boise St.	Spokane	15
2015	401554	2015-03-21	R64	697	Texas A&M	Greensboro	6	32	Little Rock	Greensboro	11
2015	401536	2015-03-21	R64	164	UConn	Albany	1	599	St. Francis Brooklyn	Albany	16
2015	401508	2015-03-20	R64	509	Northwestern	Oklahoma City	7	31	Arkansas	Oklahoma City	10
2015	401562	2015-03-22	R32	51	Baylor	Oklahoma City	2	31	Arkansas	Oklahoma City	10
2015	401556	2015-03-22	R32	107	California	Albany	4	703	Texas	Albany	5
2015	401558	2015-03-22	R32	193	Duke	Spokane	4	430	Mississippi St.	Spokane	5
2015	401561	2015-03-22	R32	312	Iowa	Oklahoma City	3	415	Miami (FL)	Oklahoma City	11
2015	401557	2015-03-22	R32	334	Kentucky	Albany	2	175	Dayton	Albany	7
2015	401559	2015-03-22	R32	528	Oregon St.	Spokane	3	260	Gonzaga	Spokane	11
2015	401563	2015-03-22	R32	648	South Carolina	Greensboro	1	688	Syracuse	Greensboro	8
2015	401560	2015-03-22	R32	513	Notre Dame	Oklahoma City	1	176	DePaul	Oklahoma City	9
2015	401585	2015-03-23	R32	674	Stanford	Oklahoma City	4	522	Oklahoma	Oklahoma City	5
2015	401584	2015-03-23	R32	694	Tennessee	Spokane	2	545	Pittsburgh	Spokane	10
2015	401581	2015-03-23	R32	164	UConn	Albany	1	587	Rutgers	Albany	8
2015	401587	2015-03-23	R32	28	Arizona St.	Greensboro	3	32	Little Rock	Greensboro	11
2015	401588	2015-03-23	R32	234	Florida St.	Greensboro	2	28755	FGCU	Greensboro	7
2015	401582	2015-03-23	R32	367	Louisville	Albany	3	651	South Fla.	Albany	6
2015	401583	2015-03-23	R32	392	Maryland	Spokane	1	554	Princeton	Spokane	8
2015	401586	2015-03-23	R32	457	North Carolina	Greensboro	4	518	Ohio St.	Greensboro	5
2015	401613	2015-03-28	S16	367	Louisville	Albany	3	175	Dayton	Albany	7
2015	401614	2015-03-28	S16	392	Maryland	Spokane	1	193	Duke	Spokane	4
2015	401615	2015-03-28	S16	694	Tennessee	Spokane	2	260	Gonzaga	Spokane	11
2015	401612	2015-03-28	S16	164	UConn	Albany	1	703	Texas	Albany	5
2015	401610	2015-03-27	S16	51	Baylor	Oklahoma City	2	312	Iowa	Oklahoma City	3
2015	401607	2015-03-27	S16	234	Florida St.	Greensboro	2	28	Arizona St.	Greensboro	3
2015	401609	2015-03-27	S16	513	Notre Dame	Oklahoma City	1	674	Stanford	Oklahoma City	4
2015	401608	2015-03-27	S16	648	South Carolina	Greensboro	1	457	North Carolina	Greensboro	4
2015	401621	2015-03-29	E8	648	South Carolina	Greensboro	1	234	Florida St.	Greensboro	2
2015	401622	2015-03-29	E8	513	Notre Dame	Oklahoma City	1	51	Baylor	Oklahoma City	2
2015	401623	2015-03-30	E8	164	UConn	Albany	1	175	Dayton	Albany	7
2015	401624	2015-03-30	E8	392	Maryland	Spokane	1	694	Tennessee	Spokane	2
2015	401628	2015-04-05	F4	164	UConn	Albany	1	392	Maryland	Spokane	1
2015	401629	2015-04-05	F4	513	Notre Dame	Oklahoma City	1	648	South Carolina	Greensboro	1
2015	401630	2015-04-07	C2	164	UConn	Albany	1	513	Notre Dame	Oklahoma City	1
2014	557216	2014-03-22	R64	51	Baylor	South Bend	2	772	Western Ky.	South Bend	15
2014	557232	2014-03-22	R64	107	California	South Bend	7	236	Fordham	South Bend	10
2014	557223	2014-03-22	R64	176	DePaul	Lincoln	7	522	Oklahoma	Lincoln	10
2014	557212	2014-03-22	R64	193	Duke	Lincoln	2	792	Winthrop	Lincoln	15
2014	557213	2014-03-22	R64	311	Iowa St.	Stanford	7	234	Florida St.	Stanford	10
2014	557215	2014-03-22	R64	334	Kentucky	South Bend	3	810	Wright St.	South Bend	14
2014	557226	2014-03-22	R64	490	NC State	Lincoln	5	77	BYU	Lincoln	12
2014	557227	2014-03-22	R64	463	Nebraska	Lincoln	4	96	Fresno St.	Lincoln	13
2014	557230	2014-03-22	R64	513	Notre Dame	South Bend	1	579	Robert Morris	South Bend	16
2014	557233	2014-03-22	R64	521	Oklahoma St.	South Bend	5	28755	FGCU	South Bend	12
2014	557214	2014-03-22	R64	559	Purdue	South Bend	4	5	Akron	South Bend	13
2014	557224	2014-03-22	R64	603	St. John's (NY)	Louisville	8	657	Southern California	Louisville	9
2014	557222	2014-03-22	R64	674	Stanford	Stanford	2	650	South Dakota	Stanford	15
2014	557225	2014-03-22	R64	688	Syracuse	South Bend	6	693	Chattanooga	South Bend	11
2014	557217	2014-03-22	R64	694	Tennessee	Louisville	1	508	Northwestern St.	Louisville	16
2014	557231	2014-03-22	R64	736	Vanderbilt	South Bend	8	28	Arizona St.	South Bend	9
2014	557258	2014-03-23	R64	175	Dayton	Stanford	6	235	Florida	Stanford	11
2014	557257	2014-03-23	R64	257	Georgia	Lincoln	8	606	Saint Joseph's	Lincoln	9
2014	557253	2014-03-23	R64	260	Gonzaga	Lincoln	6	317	James Madison	Lincoln	11
2014	557240	2014-03-23	R64	312	Iowa	Louisville	6	386	Marist	Louisville	11
2014	557241	2014-03-23	R64	365	LSU	Louisville	7	255	Georgia Tech	Louisville	10
2014	557254	2014-03-23	R64	367	Louisville	Louisville	3	295	Idaho	Louisville	14
2014	557239	2014-03-23	R64	392	Maryland	Louisville	4	725	Army West Point	Louisville	13
2014	557251	2014-03-23	R64	416	Michigan St.	Stanford	5	270	Hampton	Stanford	12
2014	557256	2014-03-23	R64	419	Middle Tenn.	Stanford	8	528	Oregon St.	Stanford	9
2014	557237	2014-03-23	R64	457	North Carolina	Stanford	4	695	UT Martin	Stanford	13
2014	557238	2014-03-23	R64	539	Penn St.	Stanford	3	782	Wichita St.	Stanford	14
2014	557255	2014-03-23	R64	648	South Carolina	Stanford	1	101	CSUN	Stanford	16
2014	557252	2014-03-23	R64	703	Texas	Louisville	5	540	Penn	Louisville	12
2014	557236	2014-03-23	R64	697	Texas A&M	Lincoln	3	494	North Dakota	Lincoln	14
2014	557249	2014-03-23	R64	164	UConn	Lincoln	1	553	Prairie View	Lincoln	16
2014	557250	2014-03-23	R64	768	West Virginia	Louisville	2	14	Albany (NY)	Louisville	15
2014	557271	2014-03-24	R32	51	Baylor	South Bend	2	107	California	South Bend	7
2014	557268	2014-03-24	R32	193	Duke	Lincoln	2	176	DePaul	Lincoln	7
2014	557270	2014-03-24	R32	334	Kentucky	South Bend	3	688	Syracuse	South Bend	6
2014	557274	2014-03-24	R32	463	Nebraska	Lincoln	4	77	BYU	Lincoln	12
2014	557275	2014-03-24	R32	513	Notre Dame	South Bend	1	28	Arizona St.	South Bend	9
2014	557269	2014-03-24	R32	559	Purdue	South Bend	4	521	Oklahoma St.	South Bend	5
2014	557273	2014-03-24	R32	674	Stanford	Stanford	2	234	Florida St.	Stanford	10
2014	557272	2014-03-24	R32	694	Tennessee	Louisville	1	603	St. John's (NY)	Louisville	8
2014	557281	2014-03-25	R32	367	Louisville	Louisville	3	312	Iowa	Louisville	7
2014	557280	2014-03-25	R32	392	Maryland	Louisville	4	703	Texas	Louisville	5
2014	557278	2014-03-25	R32	457	North Carolina	Stanford	4	416	Michigan St.	Stanford	5
2014	557279	2014-03-25	R32	539	Penn St.	Stanford	3	235	Florida	Stanford	11
2014	557287	2014-03-25	R32	648	South Carolina	Stanford	1	528	Oregon St.	Stanford	9
2014	557277	2014-03-25	R32	697	Texas A&M	Lincoln	3	317	James Madison	Lincoln	11
2014	557276	2014-03-25	R32	164	UConn	Lincoln	1	606	Saint Joseph's	Lincoln	9
2014	557282	2014-03-25	R32	768	West Virginia	Louisville	2	365	LSU	Louisville	7
2014	557305	2014-03-29	S16	51	Baylor	South Bend	2	334	Kentucky	South Bend	3
2014	557301	2014-03-29	S16	513	Notre Dame	South Bend	1	521	Oklahoma St.	South Bend	5
2014	557304	2014-03-29	S16	697	Texas A&M	Lincoln	3	176	DePaul	Lincoln	7
2014	557303	2014-03-29	S16	164	UConn	Lincoln	1	77	BYU	Lincoln	12
2014	557307	2014-03-30	S16	367	Louisville	Louisville	3	365	LSU	Louisville	7
2014	557311	2014-03-30	S16	648	South Carolina	Stanford	1	457	North Carolina	Stanford	4
2014	557306	2014-03-30	S16	674	Stanford	Stanford	2	539	Penn St.	Stanford	3
2014	557310	2014-03-30	S16	694	Tennessee	Louisville	1	392	Maryland	Louisville	4
2014	557313	2014-03-31	E8	513	Notre Dame	South Bend	1	51	Baylor	South Bend	2
2014	557315	2014-03-31	E8	164	UConn	Lincoln	1	697	Texas A&M	Lincoln	3
2014	557316	2014-04-01	E8	367	Louisville	Louisville	3	392	Maryland	Louisville	4
2014	557317	2014-04-01	E8	674	Stanford	Stanford	2	457	North Carolina	Stanford	4
2014	557322	2014-04-06	F4	513	Notre Dame	South Bend	1	392	Maryland	Louisville	4
2014	557321	2014-04-06	F4	164	UConn	Lincoln	1	674	Stanford	Stanford	2
2014	557323	2014-04-08	C2	164	UConn	Lincoln	1	513	Notre Dame	South Bend	1
2013	638280	2013-03-23	R64	107	California	Spokane	2	96	Fresno St.	Spokane	15
2013	638263	2013-03-23	R64	157	Colorado	Norfolk	5	328	Kansas	Norfolk	12
2013	638281	2013-03-23	R64	257	Georgia	Spokane	4	441	Montana	Spokane	13
2013	638261	2013-03-23	R64	311	Iowa St.	Spokane	5	260	Gonzaga	Spokane	12
2013	638266	2013-03-23	R64	392	Maryland	Bridgeport	4	562	Quinnipiac	Bridgeport	13
2013	638275	2013-03-23	R64	416	Michigan St.	Bridgeport	5	386	Marist	Bridgeport	12
2013	638276	2013-03-23	R64	463	Nebraska	Norfolk	6	693	Chattanooga	Norfolk	11
2013	638277	2013-03-23	R64	522	Oklahoma	Oklahoma City	6	129	Central Mich.	Oklahoma City	11
2013	638274	2013-03-23	R64	648	South Carolina	Norfolk	4	649	South Dakota St.	Norfolk	13
2013	638279	2013-03-23	R64	688	Syracuse	Oklahoma City	7	169	Creighton	Oklahoma City	10
2013	638260	2013-03-23	R64	694	Tennessee	Oklahoma City	2	527	Oral Roberts	Oklahoma City	15
2013	638264	2013-03-23	R64	697	Texas A&M	Norfolk	3	782	Wichita St.	Norfolk	14
2013	638262	2013-03-23	R64	700	Texas Tech	Spokane	7	651	South Fla.	Spokane	10
2013	638278	2013-03-23	R64	110	UCLA	Oklahoma City	3	678	Stetson	Oklahoma City	14
2013	638265	2013-03-23	R64	164	UConn	Bridgeport	1	295	Idaho	Bridgeport	16
2013	638282	2013-03-23	R64	736	Vanderbilt	Bridgeport	8	606	Saint Joseph's	Bridgeport	9
2013	638297	2013-03-24	R64	51	Baylor	Oklahoma City	1	553	Prairie View	Oklahoma City	16
2013	638296	2013-03-24	R64	175	Dayton	Bridgeport	7	603	St. John's (NY)	Bridgeport	10
2013	638286	2013-03-24	R64	180	Delaware	Bridgeport	6	768	West Virginia	Bridgeport	11
2013	638285	2013-03-24	R64	193	Duke	Norfolk	2	270	Hampton	Norfolk	15
2013	638307	2013-03-24	R64	234	Florida St.	Oklahoma City	8	554	Princeton	Oklahoma City	9
2013	638305	2013-03-24	R64	334	Kentucky	Bridgeport	2	726	Navy	Bridgeport	15
2013	638284	2013-03-24	R64	365	LSU	Spokane	6	794	Green Bay	Spokane	11
2013	638299	2013-03-24	R64	367	Louisville	Oklahoma City	5	419	Middle Tenn.	Oklahoma City	12
2013	638298	2013-03-24	R64	415	Miami (FL)	Norfolk	8	312	Iowa	Norfolk	9
2013	638306	2013-03-24	R64	418	Michigan	Spokane	8	739	Villanova	Spokane	9
2013	638304	2013-03-24	R64	457	North Carolina	Bridgeport	3	14	Albany (NY)	Bridgeport	14
2013	638302	2013-03-24	R64	513	Notre Dame	Norfolk	1	695	UT Martin	Norfolk	16
2013	638301	2013-03-24	R64	521	Oklahoma St.	Norfolk	7	176	DePaul	Norfolk	10
2013	638300	2013-03-24	R64	539	Penn St.	Spokane	3	90	Cal Poly	Spokane	14
2013	638303	2013-03-24	R64	559	Purdue	Oklahoma City	4	355	Liberty	Oklahoma City	13
2013	638283	2013-03-24	R64	674	Stanford	Spokane	1	719	Tulsa	Spokane	16
2013	638318	2013-03-25	R32	107	California	Spokane	2	651	South Fla.	Spokane	10
2013	638319	2013-03-25	R32	257	Georgia	Spokane	4	311	Iowa St.	Spokane	5
2013	638315	2013-03-25	R32	392	Maryland	Bridgeport	4	416	Michigan St.	Bridgeport	5
2013	638316	2013-03-25	R32	648	South Carolina	Norfolk	4	328	Kansas	Norfolk	12
2013	638312	2013-03-25	R32	694	Tennessee	Oklahoma City	2	169	Creighton	Oklahoma City	10
2013	638313	2013-03-25	R32	697	Texas A&M	Norfolk	3	463	Nebraska	Norfolk	6
2013	638317	2013-03-25	R32	110	UCLA	Oklahoma City	3	522	Oklahoma	Oklahoma City	6
2013	638314	2013-03-25	R32	164	UConn	Bridgeport	1	736	Vanderbilt	Bridgeport	8
2013	638320	2013-03-26	R32	51	Baylor	Oklahoma City	1	234	Florida St.	Oklahoma City	8
2013	638324	2013-03-26	R32	193	Duke	Norfolk	2	521	Oklahoma St.	Norfolk	7
2013	638327	2013-03-26	R32	334	Kentucky	Bridgeport	2	175	Dayton	Bridgeport	7
2013	638325	2013-03-26	R32	457	North Carolina	Bridgeport	3	180	Delaware	Bridgeport	6
2013	638323	2013-03-26	R32	513	Notre Dame	Norfolk	1	312	Iowa	Norfolk	9
2013	638322	2013-03-26	R32	539	Penn St.	Spokane	3	365	LSU	Spokane	6
2013	638326	2013-03-26	R32	559	Purdue	Oklahoma City	4	367	Louisville	Oklahoma City	5
2013	638321	2013-03-26	R32	674	Stanford	Spokane	1	418	Michigan	Spokane	8
2013	638352	2013-03-30	S16	107	California	Spokane	2	365	LSU	Spokane	6
2013	638351	2013-03-30	S16	334	Kentucky	Bridgeport	2	180	Delaware	Bridgeport	6
2013	638353	2013-03-30	S16	674	Stanford	Spokane	1	257	Georgia	Spokane	4
2013	638350	2013-03-30	S16	164	UConn	Bridgeport	1	392	Maryland	Bridgeport	4
2013	638357	2013-03-31	S16	51	Baylor	Oklahoma City	1	367	Louisville	Oklahoma City	5
2013	638355	2013-03-31	S16	193	Duke	Norfolk	2	463	Nebraska	Norfolk	6
2013	638354	2013-03-31	S16	513	Notre Dame	Norfolk	1	328	Kansas	Norfolk	12
2013	638356	2013-03-31	S16	694	Tennessee	Oklahoma City	2	522	Oklahoma	Oklahoma City	6
2013	638360	2013-04-02	E8	513	Notre Dame	Norfolk	1	193	Duke	Norfolk	2
2013	638361	2013-04-02	E8	694	Tennessee	Oklahoma City	2	367	Louisville	Oklahoma City	5
2013	638359	2013-04-01	E8	107	California	Spokane	2	257	Georgia	Spokane	4
2013	638358	2013-04-01	E8	164	UConn	Bridgeport	1	334	Kentucky	Bridgeport	2
2013	638365	2013-04-07	F4	107	California	Spokane	2	367	Louisville	Oklahoma City	5
2013	638366	2013-04-07	F4	513	Notre Dame	Norfolk	1	164	UConn	Bridgeport	1
2013	638367	2013-04-09	C2	164	UConn	Bridgeport	1	367	Louisville	Oklahoma City	5
2012	820595	2012-03-17	R64	31	Arkansas	Raleigh	6	175	Dayton	Raleigh	11
2012	820584	2012-03-17	R64	176	DePaul	Des Moines	7	77	BYU	Des Moines	10
2012	820585	2012-03-17	R64	794	Green Bay	Kingston	7	311	Iowa St.	Kingston	10
2012	820591	2012-03-17	R64	327	Kansas St.	Kingston	8	554	Princeton	Kingston	9
2012	820590	2012-03-17	R64	334	Kentucky	Kingston	2	402	McNeese	Kingston	15
2012	820594	2012-03-17	R64	367	Louisville	Raleigh	7	416	Michigan St.	Raleigh	10
2012	820578	2012-03-17	R64	392	Maryland	Raleigh	2	726	Navy	Raleigh	15
2012	820600	2012-03-17	R64	415	Miami (FL)	Kingston	3	294	Idaho St.	Kingston	14
2012	820579	2012-03-17	R64	559	Purdue	Fresno	4	649	South Dakota St.	Fresno	13
2012	820581	2012-03-17	R64	587	Rutgers	Kingston	6	260	Gonzaga	Kingston	11
2012	820601	2012-03-17	R64	648	South Carolina	Fresno	5	204	Eastern Mich.	Fresno	12
2012	820598	2012-03-17	R64	674	Stanford	Fresno	1	270	Hampton	Fresno	16
2012	820593	2012-03-17	R64	694	Tennessee	Des Moines	2	695	UT Martin	Des Moines	15
2012	820583	2012-03-17	R64	697	Texas A&M	Raleigh	3	14	Albany (NY)	Raleigh	14
2012	820592	2012-03-17	R64	164	UConn	Kingston	1	553	Prairie View	Kingston	16
2012	820599	2012-03-17	R64	768	West Virginia	Fresno	8	703	Texas	Fresno	9
2012	820620	2012-03-18	R64	51	Baylor	Des Moines	1	104	UC Santa Barbara	Des Moines	16
2012	820626	2012-03-18	R64	107	California	Raleigh	8	312	Iowa	Raleigh	9
2012	820624	2012-03-18	R64	193	Duke	Fresno	2	625	Samford	Fresno	15
2012	820621	2012-03-18	R64	251	Georgetown	Des Moines	5	96	Fresno St.	Des Moines	12
2012	820627	2012-03-18	R64	257	Georgia	Raleigh	4	386	Marist	Raleigh	13
2012	820622	2012-03-18	R64	255	Georgia Tech	Des Moines	4	590	Sacred Heart	Des Moines	13
2012	820615	2012-03-18	R64	365	LSU	Kingston	5	626	San Diego St.	Kingston	12
2012	820612	2012-03-18	R64	32	Little Rock	Des Moines	14	180	Delaware	Des Moines	3
2012	820623	2012-03-18	R64	463	Nebraska	Des Moines	6	328	Kansas	Des Moines	11
2012	820604	2012-03-18	R64	513	Notre Dame	Raleigh	1	355	Liberty	Raleigh	16
2012	820619	2012-03-18	R64	518	Ohio St.	Des Moines	8	235	Florida	Des Moines	9
2012	820616	2012-03-18	R64	522	Oklahoma	Fresno	6	418	Michigan	Fresno	11
2012	820618	2012-03-18	R64	539	Penn St.	Kingston	4	704	UTEP	Kingston	13
2012	820628	2012-03-18	R64	596	St. Bonaventure	Raleigh	5	28755	FGCU	Raleigh	12
2012	820625	2012-03-18	R64	603	St. John's (NY)	Fresno	3	169	Creighton	Fresno	14
2012	820610	2012-03-18	R64	736	Vanderbilt	Fresno	7	419	Middle Tenn.	Fresno	10
2012	820638	2012-03-19	R32	334	Kentucky	Kingston	2	794	Green Bay	Kingston	7
2012	820630	2012-03-19	R32	392	Maryland	Raleigh	2	367	Louisville	Raleigh	7
2012	820634	2012-03-19	R32	415	Miami (FL)	Kingston	3	260	Gonzaga	Kingston	11
2012	820631	2012-03-19	R32	559	Purdue	Fresno	4	648	South Carolina	Fresno	5
2012	820640	2012-03-19	R32	674	Stanford	Fresno	1	768	West Virginia	Fresno	8
2012	820636	2012-03-19	R32	694	Tennessee	Des Moines	2	176	DePaul	Des Moines	7
2012	820635	2012-03-19	R32	697	Texas A&M	Raleigh	3	31	Arkansas	Raleigh	6
2012	820639	2012-03-19	R32	164	UConn	Kingston	1	327	Kansas St.	Kingston	8
2012	820646	2012-03-20	R32	51	Baylor	Des Moines	1	235	Florida	Des Moines	9
2012	820648	2012-03-20	R32	180	Delaware	Des Moines	3	328	Kansas	Des Moines	11
2012	820644	2012-03-20	R32	193	Duke	Fresno	2	736	Vanderbilt	Fresno	7
2012	820647	2012-03-20	R32	255	Georgia Tech	Des Moines	4	251	Georgetown	Des Moines	5
2012	820641	2012-03-20	R32	513	Notre Dame	Raleigh	1	107	California	Raleigh	8
2012	820645	2012-03-20	R32	522	Oklahoma	Fresno	6	603	St. John's (NY)	Fresno	3
2012	820643	2012-03-20	R32	539	Penn St.	Kingston	4	365	LSU	Kingston	5
2012	820653	2012-03-20	R32	596	St. Bonaventure	Raleigh	5	386	Marist	Raleigh	13
2012	820667	2012-03-24	S16	51	Baylor	Des Moines	1	255	Georgia Tech	Des Moines	4
2012	820670	2012-03-24	S16	193	Duke	Fresno	2	603	St. John's (NY)	Fresno	3
2012	820669	2012-03-24	S16	674	Stanford	Fresno	1	648	South Carolina	Fresno	5
2012	820668	2012-03-24	S16	694	Tennessee	Des Moines	2	328	Kansas	Des Moines	11
2012	820675	2012-03-25	S16	334	Kentucky	Kingston	2	260	Gonzaga	Kingston	11
2012	820677	2012-03-25	S16	392	Maryland	Raleigh	2	697	Texas A&M	Raleigh	3
2012	820678	2012-03-25	S16	513	Notre Dame	Raleigh	1	596	St. Bonaventure	Raleigh	5
2012	820676	2012-03-25	S16	164	UConn	Kingston	1	539	Penn St.	Kingston	4
2012	820679	2012-03-26	E8	51	Baylor	Des Moines	1	694	Tennessee	Des Moines	2
2012	820680	2012-03-26	E8	674	Stanford	Fresno	1	193	Duke	Fresno	2
2012	820682	2012-03-27	E8	513	Notre Dame	Raleigh	1	392	Maryland	Raleigh	2
2012	820681	2012-03-27	E8	164	UConn	Kingston	1	334	Kentucky	Kingston	2
2012	820688	2012-04-03	C2	51	Baylor	Des Moines	1	513	Notre Dame	Raleigh	1
2012	820687	2012-04-01	F4	51	Baylor	Des Moines	1	674	Stanford	Fresno	1
2012	820686	2012-04-01	F4	513	Notre Dame	Raleigh	1	164	UConn	Kingston	1
2011	893389	2011-03-19	R64	28	Arizona St.	Dayton	7	690	Temple	Dayton	10
2011	893392	2011-03-19	R64	176	DePaul	Philadelphia	3	726	Navy	Philadelphia	14
2011	893372	2011-03-19	R64	193	Duke	Philadelphia	2	695	UT Martin	Philadelphia	15
2011	893385	2011-03-19	R64	255	Georgia Tech	Dayton	5	71	Bowling Green	Dayton	12
2011	893375	2011-03-19	R64	260	Gonzaga	Spokane	11	312	Iowa	Spokane	6
2011	893386	2011-03-19	R64	311	Iowa St.	Philadelphia	7	386	Marist	Philadelphia	10
2011	893383	2011-03-19	R64	334	Kentucky	Spokane	4	270	Hampton	Spokane	13
2011	893387	2011-03-19	R64	387	Marquette	Dayton	8	703	Texas	Dayton	9
2011	893382	2011-03-19	R64	457	North Carolina	Spokane	5	96	Fresno St.	Spokane	12
2011	893370	2011-03-19	R64	518	Ohio St.	Dayton	4	128	UCF	Dayton	13
2011	893379	2011-03-19	R64	539	Penn St.	Philadelphia	6	175	Dayton	Philadelphia	11
2011	893377	2011-03-19	R64	674	Stanford	Spokane	1	108	UC Davis	Spokane	16
2011	893374	2011-03-19	R64	694	Tennessee	Dayton	1	678	Stetson	Dayton	16
2011	893391	2011-03-19	R64	700	Texas Tech	Spokane	8	603	St. John's (NY)	Spokane	9
2011	893390	2011-03-19	R64	110	UCLA	Spokane	3	441	Montana	Spokane	14
2011	893388	2011-03-19	R64	732	Utah	Dayton	15	513	Notre Dame	Dayton	2
2011	893406	2011-03-20	R64	51	Baylor	Dallas	1	553	Prairie View	Dallas	16
2011	893407	2011-03-20	R64	234	Florida St.	Dallas	3	625	Samford	Dallas	14
2011	893414	2011-03-20	R64	251	Georgetown	Philadelphia	5	554	Princeton	Philadelphia	12
2011	893408	2011-03-20	R64	257	Georgia	Dallas	6	419	Middle Tenn.	Dallas	11
2011	893418	2011-03-20	R64	794	Green Bay	Dallas	5	32	Little Rock	Dallas	12
2011	893416	2011-03-20	R64	288	Houston	Dallas	8	768	West Virginia	Dallas	9
2011	893415	2011-03-20	R64	327	Kansas St.	Philadelphia	8	559	Purdue	Philadelphia	9
2011	893413	2011-03-20	R64	367	Louisville	Spokane	7	736	Vanderbilt	Spokane	10
2011	893403	2011-03-20	R64	392	Maryland	Philadelphia	4	600	Saint Francis (PA)	Philadelphia	13
2011	893411	2011-03-20	R64	415	Miami (FL)	Dayton	3	1092	Gardner-Webb	Dayton	14
2011	893417	2011-03-20	R64	416	Michigan St.	Dallas	4	504	UNI	Dallas	13
2011	893412	2011-03-20	R64	522	Oklahoma	Dayton	6	317	James Madison	Dayton	11
2011	893410	2011-03-20	R64	587	Rutgers	Dallas	7	366	Louisiana Tech	Dallas	10
2011	893409	2011-03-20	R64	697	Texas A&M	Dallas	2	402	McNeese	Dallas	15
2011	893396	2011-03-20	R64	164	UConn	Philadelphia	1	272	Hartford	Philadelphia	16
2011	893398	2011-03-20	R64	812	Xavier	Spokane	2	649	South Dakota St.	Spokane	15
2011	893422	2011-03-21	R32	193	Duke	Philadelphia	2	386	Marist	Philadelphia	10
2011	893427	2011-03-21	R32	260	Gonzaga	Spokane	11	110	UCLA	Spokane	3
2011	893431	2011-03-21	R32	334	Kentucky	Spokane	4	457	North Carolina	Spokane	5
2011	893432	2011-03-21	R32	513	Notre Dame	Dayton	2	690	Temple	Dayton	10
2011	893420	2011-03-21	R32	518	Ohio St.	Dayton	4	255	Georgia Tech	Dayton	5
2011	893423	2011-03-21	R32	539	Penn St.	Philadelphia	6	176	DePaul	Philadelphia	3
2011	893430	2011-03-21	R32	674	Stanford	Spokane	1	603	St. John's (NY)	Spokane	9
2011	893426	2011-03-21	R32	694	Tennessee	Dayton	1	387	Marquette	Dayton	8
2011	893433	2011-03-22	R32	51	Baylor	Dallas	1	768	West Virginia	Dallas	9
2011	893438	2011-03-22	R32	234	Florida St.	Dallas	3	257	Georgia	Dallas	6
2011	893435	2011-03-22	R32	392	Maryland	Philadelphia	4	251	Georgetown	Philadelphia	5
2011	893440	2011-03-22	R32	415	Miami (FL)	Dayton	3	522	Oklahoma	Dayton	6
2011	893445	2011-03-22	R32	416	Michigan St.	Dallas	4	794	Green Bay	Dallas	5
2011	893439	2011-03-22	R32	697	Texas A&M	Dallas	2	587	Rutgers	Dallas	7
2011	893437	2011-03-22	R32	164	UConn	Philadelphia	1	559	Purdue	Philadelphia	9
2011	893436	2011-03-22	R32	812	Xavier	Spokane	2	367	Louisville	Spokane	7
2011	893461	2011-03-26	S16	367	Louisville	Spokane	7	260	Gonzaga	Spokane	11
2011	893459	2011-03-26	S16	513	Notre Dame	Dayton	2	522	Oklahoma	Dayton	6
2011	893462	2011-03-26	S16	674	Stanford	Spokane	1	457	North Carolina	Spokane	5
2011	893460	2011-03-26	S16	694	Tennessee	Dayton	1	518	Ohio St.	Dayton	4
2011	893468	2011-03-27	S16	51	Baylor	Dallas	1	794	Green Bay	Dallas	5
2011	893469	2011-03-27	S16	193	Duke	Philadelphia	2	176	DePaul	Philadelphia	3
